BookFolder,NormalizedName,PDFCount,TotalFiles,IsDuplicate,DuplicateCount
Elton John/Elton John - The Big Picture,Elton John/The Big Picture,2,2,Yes,2
Elton John/Elton John - The One,Elton John/The One,5,5,Yes,2
Elton John/Elton John - The Ultimate Collection Vol. 1,Elton John/The Ultimate Collection Vol. 1,19,19,Yes,2
Elton John/Elton John - The Ultimate Collection Vol. 2,Elton John/The Ultimate Collection Vol. 2,19,19,Yes,2
Elton John/Elton John - The Very Best Of,Elton John/The Very Best Of,1,1,Yes,2
Elton John/Elton John - Too Low For Zero [book],Elton John/Too Low For Zero [book],7,7,Yes,2
Elton John/Goodbye Yellow Brick Road,Elton John/Goodbye Yellow Brick Road,1,1,Yes,2
Elton John/Greatest Hits 1970-2002,Elton John/Greatest Hits 1970-2002,30,30,Yes,2
Elton John/Ice On Fire,Elton John/Ice On Fire,11,11,Yes,2
Elton John/Made In England,Elton John/Made In England,11,11,Yes,2
Elton John/Peachtree Road,Elton John/Peachtree Road,10,10,Yes,2
Elton John/Reg Strikes Back,Elton John/Reg Strikes Back,9,9,Yes,2
Elton John/Sleeping With The Past,Elton John/Sleeping With The Past,1,1,Yes,2
Elton John/Songs From The West Coast,Elton John/Songs From The West Coast,1,1,Yes,2
Elton John/The Big Picture,Elton John/The Big Picture,1,1,Yes,2
Elton John/The One,Elton John/The One,1,1,Yes,2
Elton John/The Ultimate Collection Vol. 1,Elton John/The Ultimate Collection Vol. 1,58,58,Yes,2
Elton John/The Ultimate Collection Vol. 2,Elton John/The Ultimate Collection Vol. 2,29,29,Yes,2
Elton John/The Very Best Of,Elton John/The Very Best Of,1,1,Yes,2
Elton John/Too Low For Zero [book],Elton John/Too Low For Zero [book],10,10,Yes,2
Elvis Costello/Elvis Costello - The Very Best Of,Elvis Costello/The Very Best Of,19,19,Yes,2
Elvis Costello/The Very Best Of,Elvis Costello/The Very Best Of,42,42,Yes,2
Emerson Lake And Palmer/Black Book,Emerson Lake And Palmer/Black Book,2,2,Yes,2
Emerson Lake And Palmer/Emerson Lake And Palmer - Black Book,Emerson Lake And Palmer/Black Book,1,1,Yes,2
Emerson Lake And Palmer/Emerson Lake And Palmer - Greatest Hits,Emerson Lake And Palmer/Greatest Hits,5,5,Yes,2
Emerson Lake And Palmer/Emerson Lake And Palmer - Tarkus [book],Emerson Lake And Palmer/Tarkus [book],6,6,Yes,2
Emerson Lake And Palmer/Emerson Lake And Palmer - Trilogy [book],Emerson Lake And Palmer/Trilogy [book],4,4,Yes,2
Emerson Lake And Palmer/Greatest Hits,Emerson Lake And Palmer/Greatest Hits,10,10,Yes,2
Emerson Lake And Palmer/Tarkus [book],Emerson Lake And Palmer/Tarkus [book],13,13,Yes,2
Emerson Lake And Palmer/Trilogy [book],Emerson Lake And Palmer/Trilogy [book],7,7,Yes,2
Eric Clapton/Derek And The Dominos [book],Eric Clapton/Derek And The Dominos [book],14,14,Yes,2
Eric Clapton/Eric Clapton - Derek And The Dominos [book],Eric Clapton/Derek And The Dominos [book],10,10,Yes,2
Eric Clapton/Eric Clapton - The Best Of Book,Eric Clapton/The Best Of Book,6,6,Yes,2
Eric Clapton/Eric Clapton - Unplugged [book],Eric Clapton/Unplugged [book],5,5,Yes,2
Eric Clapton/The Best Of Book,Eric Clapton/The Best Of Book,10,10,Yes,2
Eric Clapton/Unplugged [book],Eric Clapton/Unplugged [book],14,14,Yes,2
Fleetwood Mac/Anthology,Fleetwood Mac/Anthology,27,27,Yes,2
Fleetwood Mac/Deluxe Anthology,Fleetwood Mac/Deluxe Anthology,42,42,Yes,2
Fleetwood Mac/Fleetwood Mac + Heroes Are Hard To Find,Fleetwood Mac/Fleetwood Mac + Heroes Are Hard To Find,15,15,Yes,2
Fleetwood Mac/Fleetwood Mac - Anthology,Fleetwood Mac/Anthology,22,22,Yes,2
Fleetwood Mac/Fleetwood Mac - Deluxe Anthology,Fleetwood Mac/Deluxe Anthology,4,4,Yes,2
Fleetwood Mac/Fleetwood Mac - Fleetwood Mac + Heroes Are Hard To Find,Fleetwood Mac/Fleetwood Mac + Heroes Are Hard To Find,9,9,Yes,2
Fleetwood Mac/Fleetwood Mac - Mirage,Fleetwood Mac/Mirage,7,7,Yes,2
Fleetwood Mac/Fleetwood Mac - Rumours,Fleetwood Mac/Rumours,5,5,Yes,2
Fleetwood Mac/Fleetwood Mac - Tango In The Night,Fleetwood Mac/Tango In The Night,3,3,Yes,2
Fleetwood Mac/Fleetwood Mac - The Dance,Fleetwood Mac/The Dance,5,5,Yes,2
Fleetwood Mac/Mirage,Fleetwood Mac/Mirage,12,12,Yes,2
Fleetwood Mac/Rumours,Fleetwood Mac/Rumours,11,11,Yes,2
Fleetwood Mac/Tango In The Night,Fleetwood Mac/Tango In The Night,12,12,Yes,2
Fleetwood Mac/The Dance,Fleetwood Mac/The Dance,13,13,Yes,2
Frank Zappa/Frank Zappa - Hot Rats,Frank Zappa/Hot Rats,2,2,No,1
Frank Zappa/Frank Zappa - Songbook Vol 1,Frank Zappa/Songbook Vol 1,4,4,Yes,2
Frank Zappa/Frank Zappa - The Frank Zappa Guitar Book (transcriptions By Steve Vai),Frank Zappa/The Frank Zappa Guitar Book (transcriptions By Steve Vai),9,9,Yes,2
Frank Zappa/Songbook Vol 1,Frank Zappa/Songbook Vol 1,17,17,Yes,2
Frank Zappa/The Frank Zappa Guitar Book (transcriptions By Steve Vai),Frank Zappa/The Frank Zappa Guitar Book (transcriptions By Steve Vai),12,12,Yes,2
Fray/Fray - How To Save A Life [book],Fray/How To Save A Life [book],2,2,Yes,2
Fray/How To Save A Life [book],Fray/How To Save A Life [book],1,1,Yes,2
Garth Brooks/Garth Brooks - No Fences [guitar Tab],Garth Brooks/No Fences [guitar Tab],2,2,Yes,2
Garth Brooks/Garth Brooks - The Hits [guitar Tab],Garth Brooks/The Hits [guitar Tab],1,1,Yes,2
Garth Brooks/Garth Brooks - The Limited Series,Garth Brooks/The Limited Series,13,13,Yes,2
Garth Brooks/No Fences [guitar Tab],Garth Brooks/No Fences [guitar Tab],7,7,Yes,2
Garth Brooks/The Hits [guitar Tab],Garth Brooks/The Hits [guitar Tab],1,1,Yes,2
Garth Brooks/The Limited Series,Garth Brooks/The Limited Series,21,21,Yes,2
Genesis/A Trick Of The Tail [book],Genesis/A Trick Of The Tail [book],8,8,Yes,2
Genesis/Anthology,Genesis/Anthology,44,44,Yes,2
Genesis/Best Of Vol 1,Genesis/Best Of Vol 1,10,10,Yes,2
Genesis/Genesis - A Trick Of The Tail [book],Genesis/A Trick Of The Tail [book],4,4,Yes,2
Genesis/Genesis - Anthology,Genesis/Anthology,16,16,Yes,2
Genesis/Genesis - Best Of Vol 1,Genesis/Best Of Vol 1,7,7,Yes,2
Genesis/Genesis - Invisible Touch [book],Genesis/Invisible Touch [book],4,4,Yes,2
Genesis/Genesis - Rock Score,Genesis/Rock Score,3,3,Yes,2
Genesis/Genesis - Seconds Out,Genesis/Seconds Out,6,6,Yes,2
Genesis/Genesis - Selling England By The Pound,Genesis/Selling England By The Pound,4,4,Yes,2
Genesis/Invisible Touch [book],Genesis/Invisible Touch [book],8,8,Yes,2
Genesis/Rock Score,Genesis/Rock Score,4,4,Yes,2
Genesis/Seconds Out,Genesis/Seconds Out,8,8,Yes,2
Genesis/Selling England By The Pound,Genesis/Selling England By The Pound,7,7,Yes,2
George Michael/George Michael - Greatest Hits,George Michael/Greatest Hits,10,10,Yes,2
George Michael/George Michael - Older [book],George Michael/Older [book],8,8,Yes,2
George Michael/Greatest Hits,George Michael/Greatest Hits,29,29,Yes,2
George Michael/Older [book],George Michael/Older [book],11,11,Yes,2
Grand Funk Railroad/Born To Die [pvg Book],Grand Funk Railroad/Born To Die [pvg Book],10,10,Yes,2
Grand Funk Railroad/Grand Funk - Closer To Home [pvg Book],Grand Funk Railroad/Grand Funk - Closer To Home [pvg Book],5,5,No,1
Grand Funk Railroad/Grand Funk - We're An American Band [pvg Book],Grand Funk Railroad/Grand Funk - We're An American Band [pvg Book],8,8,No,1
Grand Funk Railroad/Grand Funk Railroad - Born To Die [pvg Book],Grand Funk Railroad/Born To Die [pvg Book],6,6,Yes,2
"Grand Funk Railroad/Grand Funk Railroad - Hits From We're An American Band, Shinin' On, Phoenix [pvg]","Grand Funk Railroad/Hits From We're An American Band, Shinin' On, Phoenix [pvg]",19,19,Yes,2
"Grand Funk Railroad/Hits From We're An American Band, Shinin' On, Phoenix [pvg]","Grand Funk Railroad/Hits From We're An American Band, Shinin' On, Phoenix [pvg]",23,23,Yes,2
Harry Chapin/Harry Chapin - The Authentic Guitar Style Of [guitar Tab],Harry Chapin/The Authentic Guitar Style Of [guitar Tab],2,2,Yes,2
Harry Chapin/The Authentic Guitar Style Of [guitar Tab],Harry Chapin/The Authentic Guitar Style Of [guitar Tab],9,9,Yes,2
Henri Mancini/Henry Mancini - A Merry Mancini Christmas,Henri Mancini/Henry Mancini - A Merry Mancini Christmas,13,13,No,1
Herman's Hermits/Collection,Herman's Hermits/Collection,11,11,Yes,2
Herman's Hermits/Herman's Hermits - Collection,Herman's Hermits/Collection,1,1,Yes,2
Jackson Browne/Deluxe Anthology,Jackson Browne/Deluxe Anthology,39,39,Yes,2
Jackson Browne/Jackson Browne - Deluxe Anthology,Jackson Browne/Deluxe Anthology,38,38,Yes,2
James Blunt/All The Lost Souls [book],James Blunt/All The Lost Souls [book],10,10,Yes,2
James Blunt/Back To Bedlam [book],James Blunt/Back To Bedlam [book],1,1,Yes,2
James Blunt/James Blunt - All The Lost Souls [book],James Blunt/All The Lost Souls [book],3,3,Yes,2
James Blunt/James Blunt - Back To Bedlam [book],James Blunt/Back To Bedlam [book],1,1,Yes,2
James Taylor/Classic [guitar],James Taylor/Classic [guitar],15,15,Yes,2
James Taylor/Classics (guitar Tab),James Taylor/Classics (guitar Tab),15,15,Yes,2
James Taylor/Guitar Songbook,James Taylor/Guitar Songbook,24,24,Yes,2
James Taylor/James Taylor - Classic [guitar],James Taylor/Classic [guitar],11,11,Yes,2
James Taylor/James Taylor - Classics (guitar Tab),James Taylor/Classics (guitar Tab),10,10,Yes,2
James Taylor/James Taylor - Guitar Songbook,James Taylor/Guitar Songbook,14,14,Yes,2
James Taylor/James Taylor - James Taylor Songbook,James Taylor/James Taylor Songbook,18,18,Yes,2
James Taylor/James Taylor - James Taylor [pvg Book],James Taylor/James Taylor [pvg Book],12,12,Yes,2
James Taylor/James Taylor - That's Why I'm Here [pvg Book],James Taylor/That's Why I'm Here [pvg Book],6,6,Yes,2
James Taylor/James Taylor Songbook,James Taylor/James Taylor Songbook,24,24,Yes,2
James Taylor/James Taylor [pvg Book],James Taylor/James Taylor [pvg Book],21,21,Yes,2
James Taylor/That's Why I'm Here [pvg Book],James Taylor/That's Why I'm Here [pvg Book],10,10,Yes,2
Jim Croce/Acoustic Fingerstyle Video Guitar Lessons,Jim Croce/Acoustic Fingerstyle Video Guitar Lessons,1,1,Yes,2
Jim Croce/Jim Croce - Acoustic Fingerstyle Video Guitar Lessons,Jim Croce/Acoustic Fingerstyle Video Guitar Lessons,1,1,Yes,2
Jimmy Buffet/Jimmy Buffett - Barometer Soup [pvg Book],Jimmy Buffet/Jimmy Buffett - Barometer Soup [pvg Book],9,9,No,1
Jimmy Buffet/Jimmy Buffett - Fruitcakes [pvg Book],Jimmy Buffet/Jimmy Buffett - Fruitcakes [pvg Book],9,9,No,1
Joe Cocker/Best Of,Joe Cocker/Best Of,16,16,Yes,2
Joe Cocker/Joe Cocker - Best Of,Joe Cocker/Best Of,11,11,Yes,2
Joe Cocker/Joe Cocker - Mad Dogs And Englishmen [book],Joe Cocker/Mad Dogs And Englishmen [book],10,10,Yes,2
Joe Cocker/Mad Dogs And Englishmen [book],Joe Cocker/Mad Dogs And Englishmen [book],16,16,Yes,2
Joe Cocker/Songbook,Joe Cocker/Songbook,1,1,No,1
John Denver/Anthology,John Denver/Anthology,53,53,Yes,2
John Denver/Anthology [pvg],John Denver/Anthology [pvg],53,53,Yes,2
John Denver/Best Of [easy Piano],John Denver/Best Of [easy Piano],18,18,Yes,2
John Denver/I Want To Live [pvg Book],John Denver/I Want To Live [pvg Book],11,11,Yes,2
John Denver/John Denver - Anthology,John Denver/Anthology,19,19,Yes,2
John Denver/John Denver - Anthology [pvg],John Denver/Anthology [pvg],15,15,Yes,2
John Denver/John Denver - Best Of [easy Piano],John Denver/Best Of [easy Piano],6,6,Yes,2
John Denver/John Denver - I Want To Live [pvg Book],John Denver/I Want To Live [pvg Book],5,5,Yes,2
John Denver/John Denver - The Authentic Guitar Style Of,John Denver/The Authentic Guitar Style Of,5,5,Yes,2
John Denver/The Authentic Guitar Style Of,John Denver/The Authentic Guitar Style Of,12,12,Yes,2
John Lennon/Collection,John Lennon/Collection,3,3,Yes,2
John Lennon/Greatest Hits,John Lennon/Greatest Hits,15,15,Yes,2
John Lennon/John Lennon - Collection,John Lennon/Collection,2,2,Yes,2
John Lennon/John Lennon - Greatest Hits,John Lennon/Greatest Hits,9,9,Yes,2
Joni Mitchell/Joni Mitchell - The Best Of [pvg],Joni Mitchell/The Best Of [pvg],8,8,Yes,2
Joni Mitchell/Joni Mitchell Songbook Complete Vol1 1966-1970,Joni Mitchell/Joni Mitchell Songbook Complete Vol1 1966-1970,28,28,No,1
Joni Mitchell/The Best Of [pvg],Joni Mitchell/The Best Of [pvg],10,10,Yes,2
Journey/Complete,Journey/Complete,68,68,Yes,2
Journey/Complete Songbook,Journey/Complete Songbook,68,68,Yes,2
Journey/Frontiers [jap Band Score],Journey/Frontiers [jap Band Score],1,1,No,1
Journey/Greatest Hits,Journey/Greatest Hits,6,6,Yes,2
Journey/Greatest Hits (book),Journey/Greatest Hits (book),5,5,Yes,2
Journey/Journey - Complete,Journey/Complete,24,24,Yes,2
Journey/Journey - Complete Songbook,Journey/Complete Songbook,24,24,Yes,2
Journey/Journey - Greatest Hits,Journey/Greatest Hits,9,9,Yes,2
Journey/Journey - Greatest Hits (book),Journey/Greatest Hits (book),4,4,Yes,2
Journey/Journey - Superbest [jap Band Score],Journey/Superbest [jap Band Score],1,1,Yes,2
Journey/Journey - The Guitar Collection,Journey/The Guitar Collection,12,12,Yes,2
Journey/Superbest [jap Band Score],Journey/Superbest [jap Band Score],15,15,Yes,2
Journey/The Guitar Collection,Journey/The Guitar Collection,16,16,Yes,2
Judy Garland/Judy Garland - Songbook,Judy Garland/Songbook,3,3,Yes,2
Judy Garland/Songbook,Judy Garland/Songbook,13,13,Yes,2
Katy Perry/Katy Perry - One Of The Boys [pvg Book],Katy Perry/One Of The Boys [pvg Book],6,6,Yes,2
Katy Perry/One Of The Boys [pvg Book],Katy Perry/One Of The Boys [pvg Book],12,12,Yes,2
Kelly Clarkson/Breakaway (book),Kelly Clarkson/Breakaway (book),2,2,Yes,2
Kelly Clarkson/Kelly Clarkson - Breakaway (book),Kelly Clarkson/Breakaway (book),4,4,Yes,2
Kenny Rogers/Kenny Rogers - Love Or Something Like It [book],Kenny Rogers/Love Or Something Like It [book],2,2,Yes,2
Kenny Rogers/Love Or Something Like It [book],Kenny Rogers/Love Or Something Like It [book],10,10,Yes,2
Kinks/Best Of The Kinks [score],Kinks/Best Of The Kinks [score],12,12,Yes,2
Kinks/Best Of [score],Kinks/Best Of [score],12,12,Yes,2
Kinks/Great Songs Of Kinks,Kinks/Great Songs Of Kinks,8,8,Yes,2
Kinks/Guitar Legends [guitar],Kinks/Guitar Legends [guitar],9,9,Yes,2
Kinks/Guitar Legends [tab],Kinks/Guitar Legends [tab],9,9,Yes,2
Kinks/Jam With The Kinks [tab],Kinks/Jam With The Kinks [tab],8,8,Yes,2
Kinks/Kinks - Best Of The Kinks [score],Kinks/Best Of The Kinks [score],9,9,Yes,2
Kinks/Kinks - Best Of [score],Kinks/Best Of [score],9,9,Yes,2
Kinks/Kinks - Great Songs Of Kinks,Kinks/Great Songs Of Kinks,5,5,Yes,2
Kinks/Kinks - Guitar Legends [guitar],Kinks/Guitar Legends [guitar],1,1,Yes,2
Kinks/Kinks - Guitar Legends [tab],Kinks/Guitar Legends [tab],9,9,Yes,2
Kinks/Kinks - Jam With The Kinks [tab],Kinks/Jam With The Kinks [tab],4,4,Yes,2
Led Zepplin/Led Zeppelin - Led Zeppelin Ii,Led Zepplin/Led Zeppelin - Led Zeppelin Ii,1,1,No,1
Led Zepplin/Led Zeppelin - Over The Hills And Far Away [pvg],Led Zepplin/Led Zeppelin - Over The Hills And Far Away [pvg],1,1,No,1
Lynyrd Skynyrd/Lynyrd Skynyrd - The New Best Of [guitar Tab],Lynyrd Skynyrd/The New Best Of [guitar Tab],6,6,Yes,2
Lynyrd Skynyrd/The New Best Of [guitar Tab],Lynyrd Skynyrd/The New Best Of [guitar Tab],5,5,Yes,2
Meatloaf/Bat Out Of Hell,Meatloaf/Bat Out Of Hell,1,1,Yes,2
Meatloaf/Meatloaf - Bat Out Of Hell,Meatloaf/Bat Out Of Hell,2,2,Yes,2
Melissa Etheridge/Melissa Etheridge - Songbook,Melissa Etheridge/Songbook,3,3,Yes,2
Melissa Etheridge/Songbook,Melissa Etheridge/Songbook,10,10,Yes,2
Michael Jackson/Great Songs Of [pvg],Michael Jackson/Great Songs Of [pvg],10,10,Yes,2
Michael Jackson/Michael Jackson - Great Songs Of [pvg],Michael Jackson/Great Songs Of [pvg],3,3,Yes,2
Michael Jackson/Michael Jackson - Number Ones,Michael Jackson/Number Ones,8,8,Yes,2
Michael Jackson/Michael Jackson - Number Ones [book],Michael Jackson/Number Ones [book],10,10,Yes,2
Michael Jackson/Michael Jackson - The Great Songs Of,Michael Jackson/The Great Songs Of,5,5,Yes,2
Michael Jackson/Michael Jackson - Thriller (the Complete Song Book),Michael Jackson/Thriller (the Complete Song Book),3,3,Yes,2
Michael Jackson/Number Ones,Michael Jackson/Number Ones,18,18,Yes,2
Michael Jackson/Number Ones [book],Michael Jackson/Number Ones [book],18,18,Yes,2
Michael Jackson/The Great Songs Of,Michael Jackson/The Great Songs Of,10,10,Yes,2
Michael Jackson/Thriller (the Complete Song Book),Michael Jackson/Thriller (the Complete Song Book),10,10,Yes,2
Monkees/Greatest Hits,Monkees/Greatest Hits,11,11,Yes,2
Monkees/Monkees - Greatest Hits,Monkees/Greatest Hits,4,4,Yes,2
Moody Blues/Greatest Hits [pvg],Moody Blues/Greatest Hits [pvg],11,11,Yes,2
Moody Blues/Keys Of Kingdom [band Score],Moody Blues/Keys Of Kingdom [band Score],12,12,Yes,2
Moody Blues/Moody Blues - Greatest Hits [pvg],Moody Blues/Greatest Hits [pvg],6,6,Yes,2
Moody Blues/Moody Blues - Keys Of Kingdom [band Score],Moody Blues/Keys Of Kingdom [band Score],1,1,Yes,2
Neil Diamond/Neil Diamond - The Essential Neil Diamond,Neil Diamond/The Essential Neil Diamond,15,15,Yes,2
Neil Diamond/The Essential Neil Diamond,Neil Diamond/The Essential Neil Diamond,40,40,Yes,2
Neil Young/After The Goldrush [pvg Book],Neil Young/After The Goldrush [pvg Book],10,10,Yes,2
Neil Young/Decade,Neil Young/Decade,22,22,Yes,2
Neil Young/Decade [pvg Book],Neil Young/Decade [pvg Book],22,22,Yes,2
Neil Young/Greatest Hits [guitar Tab],Neil Young/Greatest Hits [guitar Tab],15,15,Yes,2
Neil Young/Harvest Moon [guitar Tab],Neil Young/Harvest Moon [guitar Tab],10,10,Yes,2
Neil Young/Harvest [score],Neil Young/Harvest [score],10,10,Yes,2
Neil Young/Neil Young - After The Goldrush [pvg Book],Neil Young/After The Goldrush [pvg Book],4,4,Yes,2
Neil Young/Neil Young - Decade,Neil Young/Decade,12,12,Yes,2
Neil Young/Neil Young - Decade [pvg Book],Neil Young/Decade [pvg Book],6,6,Yes,2
Neil Young/Neil Young - Greatest Hits [guitar Tab],Neil Young/Greatest Hits [guitar Tab],8,8,Yes,2
Neil Young/Neil Young - Harvest Moon [guitar Tab],Neil Young/Harvest Moon [guitar Tab],2,2,Yes,2
Neil Young/Neil Young - Harvest [score],Neil Young/Harvest [score],5,5,Yes,2
Neil Young/Neil Young - The Best Of Neil Young [pvg Book],Neil Young/The Best Of Neil Young [pvg Book],3,3,Yes,2
Neil Young/The Best Of Neil Young [pvg Book],Neil Young/The Best Of Neil Young [pvg Book],9,9,Yes,2
Night Ranger/Night Ranger - Seven Wishes [jap Score],Night Ranger/Seven Wishes [jap Score],4,4,Yes,2
Night Ranger/Night Ranger - Seven Wishes _jap Score_,Night Ranger/Seven Wishes _jap Score_,10,10,No,1
Night Ranger/Seven Wishes [jap Score],Night Ranger/Seven Wishes [jap Score],10,10,Yes,2
Paul Mccartney/All The Best,Paul Mccartney/All The Best,22,22,Yes,2
Paul Mccartney/Chaos And Creation In The Backyard [pvg Book],Paul Mccartney/Chaos And Creation In The Backyard [pvg Book],13,13,Yes,2
Paul Mccartney/Flowers In The Dirt,Paul Mccartney/Flowers In The Dirt,14,14,Yes,2
Paul Mccartney/Paul Mccartney - All The Best,Paul Mccartney/All The Best,16,16,Yes,2
Paul Mccartney/Paul Mccartney - Chaos And Creation In The Backyard [pvg Book],Paul Mccartney/Chaos And Creation In The Backyard [pvg Book],7,7,Yes,2
Paul Mccartney/Paul Mccartney - Flowers In The Dirt,Paul Mccartney/Flowers In The Dirt,5,5,Yes,2
Paul Mccartney/Paul Mccartney - Press To Play,Paul Mccartney/Press To Play,10,10,Yes,2
Paul Mccartney/Paul Mccartney - Ram,Paul Mccartney/Ram,8,8,Yes,2
Paul Mccartney/Paul Mccartney - Tripping The Live Fantastic [pvg Book],Paul Mccartney/Tripping The Live Fantastic [pvg Book],14,14,Yes,2
Paul Mccartney/Paul Mccartney - Tug Of War [pvg Book],Paul Mccartney/Tug Of War [pvg Book],4,4,Yes,2
Paul Mccartney/Press To Play,Paul Mccartney/Press To Play,14,14,Yes,2
Paul Mccartney/Ram,Paul Mccartney/Ram,10,10,Yes,2
Paul Mccartney/Tripping The Live Fantastic [pvg Book],Paul Mccartney/Tripping The Live Fantastic [pvg Book],38,38,Yes,2
Paul Mccartney/Tug Of War [pvg Book],Paul Mccartney/Tug Of War [pvg Book],11,11,Yes,2
Paul Simon/Anthology,Paul Simon/Anthology,49,49,Yes,2
Paul Simon/Paul Simon - Anthology,Paul Simon/Anthology,47,47,Yes,2
Paul Simon/Simon & Garfunkel's Greatest Hits,Paul Simon/Simon & Garfunkel's Greatest Hits,14,14,No,1
Peter Frampton/Peter Frampton - The Best Of [guitar Tab],Peter Frampton/The Best Of [guitar Tab],7,7,Yes,2
Peter Frampton/The Best Of [guitar Tab],Peter Frampton/The Best Of [guitar Tab],11,11,Yes,2
Pink Floyd/Anthology (book),Pink Floyd/Anthology (book),38,38,Yes,2
Pink Floyd/Anthology - P110-175,Pink Floyd/Anthology - P110-175,1,1,Yes,2
Pink Floyd/Anthology - P58-109,Pink Floyd/Anthology - P58-109,1,1,Yes,2
Pink Floyd/Anthology [pvg],Pink Floyd/Anthology [pvg],38,38,Yes,2
Pink Floyd/Dark Side Of The Moon,Pink Floyd/Dark Side Of The Moon,1,1,No,1
Pink Floyd/Dark Side Of The Moon (2),Pink Floyd/Dark Side Of The Moon (2),1,1,No,1
Pink Floyd/Dark Side Of The Moon [pvg],Pink Floyd/Dark Side Of The Moon [pvg],1,1,Yes,2
Pink Floyd/Pink Floyd - Anthology (book),Pink Floyd/Anthology (book),12,12,Yes,2
Pink Floyd/Pink Floyd - Anthology - P110-175,Pink Floyd/Anthology - P110-175,1,1,Yes,2
Pink Floyd/Pink Floyd - Anthology - P58-109,Pink Floyd/Anthology - P58-109,1,1,Yes,2
Pink Floyd/Pink Floyd - Anthology [pvg],Pink Floyd/Anthology [pvg],35,35,Yes,2
Pink Floyd/Pink Floyd - Dark Side Of The Moon [pvg],Pink Floyd/Dark Side Of The Moon [pvg],1,1,Yes,2
Pink Floyd/Pink Floyd - Pink Floyd Songbook,Pink Floyd/Pink Floyd Songbook,10,10,Yes,2
Pink Floyd/Pink Floyd - The Wall [pvg],Pink Floyd/The Wall [pvg],1,1,Yes,2
Pink Floyd/Pink Floyd - Wish You Were Here,Pink Floyd/Wish You Were Here,10,10,Yes,2
Pink Floyd/Pink Floyd - Wish You Were Here [pvg],Pink Floyd/Wish You Were Here [pvg],10,10,Yes,2
Pink Floyd/Pink Floyd Songbook,Pink Floyd/Pink Floyd Songbook,10,10,Yes,2
Pink Floyd/The Wall [pvg],Pink Floyd/The Wall [pvg],23,23,Yes,2
Pink Floyd/Wish You Were Here,Pink Floyd/Wish You Were Here,11,11,Yes,2
Pink Floyd/Wish You Were Here [pvg],Pink Floyd/Wish You Were Here [pvg],12,12,Yes,2
Pink/Funhouse [pvg],Pink/Funhouse [pvg],1,1,No,1
Pink/I'm Not Dead [pvg Book],Pink/I'm Not Dead [pvg Book],10,10,Yes,2
Pink/Missundaztood [pvg Book],Pink/Missundaztood [pvg Book],1,1,No,1
Pink/Pink - I'm Not Dead [pvg Book],Pink/I'm Not Dead [pvg Book],8,8,Yes,2
