BookName,CurrentArtist,CorrectArtist,CurrentPath,TargetPath,NeedsArtistRename,NeedsFolderRestructure
Various Artists - Disney Fake Book,_Movie and TV,_movie And Tv,SheetMusic\_Movie and TV\Disney\Books\Various Artists - Disney Fake Book.pdf,SheetMusic\_movie And Tv\Various Artists - Disney Fake Book.pdf,True,True
Various Artists - Disney Solos For Violin,_Movie and TV,_movie And Tv,SheetMusic\_Movie and TV\Disney\Books\Various Artists - Disney Solos For Violin.pdf,SheetMusic\_movie And Tv\Various Artists - Disney Solos For Violin.pdf,True,True
John Williams - Greatest Hits,_Movie and TV,_movie And Tv,SheetMusic\_Movie and TV\John Williams\Books\John Williams - Greatest Hits.pdf,SheetMusic\_movie And Tv\John Williams - Greatest Hits.pdf,True,True
John Williams - Star Wars Episode I - The Phantom Menace,_Movie and TV,_movie And Tv,SheetMusic\_Movie and TV\John Williams\Books\John Williams - Star Wars Episode I - The Phantom Menace.pdf,SheetMusic\_movie And Tv\John Williams - Star Wars Episode I - The Phantom Menace.pdf,True,True
John Williams - Star Wars Episode II - Attack Of The Clones _lite_,_Movie and TV,_movie And Tv,SheetMusic\_Movie and TV\John Williams\Books\John Williams - Star Wars Episode II - Attack Of The Clones _lite_.pdf,SheetMusic\_movie And Tv\John Williams - Star Wars Episode II - Attack Of The Clones _lite_.pdf,True,True
John Williams - Star Wars Episode III - Revenge Of The Sith_Incomplete Grab_,_Movie and TV,_movie And Tv,SheetMusic\_Movie and TV\John Williams\Books\John Williams - Star Wars Episode III - Revenge Of The Sith_Incomplete Grab_.pdf,SheetMusic\_movie And Tv\John Williams - Star Wars Episode III - Revenge Of The Sith_Incomplete Grab_.pdf,True,True
John Williams - Star Wars Trilogy,_Movie and TV,_movie And Tv,SheetMusic\_Movie and TV\John Williams\Books\John Williams - Star Wars Trilogy.pdf,SheetMusic\_movie And Tv\John Williams - Star Wars Trilogy.pdf,True,True
Star Wars Suite _John Williams - Full Score - Hal Leonard_,_Movie and TV,_movie And Tv,SheetMusic\_Movie and TV\John Williams\Books\Star Wars Suite _John Williams - Full Score - Hal Leonard_.pdf,SheetMusic\_movie And Tv\Star Wars Suite _John Williams - Full Score - Hal Leonard_.pdf,True,True
Various Artists - Music From The Movies The Adventure Collection,_Movie and TV,_movie And Tv,SheetMusic\_Movie and TV\John Williams\Books\Various Artists - Music From The Movies The Adventure Collection.pdf,SheetMusic\_movie And Tv\Various Artists - Music From The Movies The Adventure Collection.pdf,True,True
Various Artists - Music From The Movies The Animated Collection,_Movie and TV,_movie And Tv,SheetMusic\_Movie and TV\John Williams\Books\Various Artists - Music From The Movies The Animated Collection.pdf,SheetMusic\_movie And Tv\Various Artists - Music From The Movies The Animated Collection.pdf,True,True
Budget Books - Movie Songs,_Movie and TV,_movie And Tv,SheetMusic\_Movie and TV\Others\Books\Budget Books - Movie Songs.pdf,SheetMusic\_movie And Tv\Budget Books - Movie Songs.pdf,True,True
Randy Newman - Toy Story 2,_Movie and TV,_movie And Tv,SheetMusic\_Movie and TV\Others\Books\Randy Newman - Toy Story 2.pdf,SheetMusic\_movie And Tv\Randy Newman - Toy Story 2.pdf,True,True
The Wizard Of Oz Script,_Movie and TV,_movie And Tv,SheetMusic\_Movie and TV\Others\Books\The Wizard Of Oz Script.pdf,SheetMusic\_movie And Tv\The Wizard Of Oz Script.pdf,True,True
Theme From Rocky And Otther Big Hits,_Movie and TV,_movie And Tv,SheetMusic\_Movie and TV\Others\Books\Theme From Rocky And Otther Big Hits.pdf,SheetMusic\_movie And Tv\Theme From Rocky And Otther Big Hits.pdf,True,True
Various Artists - 100 Of The Best Movie Songs Ever,_Movie and TV,_movie And Tv,SheetMusic\_Movie and TV\Others\Books\Various Artists - 100 Of The Best Movie Songs Ever.pdf,SheetMusic\_movie And Tv\Various Artists - 100 Of The Best Movie Songs Ever.pdf,True,True
Various Artists - Book Of Great TV Hits,_Movie and TV,_movie And Tv,SheetMusic\_Movie and TV\Others\Books\Various Artists - Book Of Great TV Hits.pdf,SheetMusic\_movie And Tv\Various Artists - Book Of Great TV Hits.pdf,True,True
Various Artists - Box Office Themes Vol 1,_Movie and TV,_movie And Tv,SheetMusic\_Movie and TV\Others\Books\Various Artists - Box Office Themes Vol 1.pdf,SheetMusic\_movie And Tv\Various Artists - Box Office Themes Vol 1.pdf,True,True
Various Artists - Complete TV And Film,_Movie and TV,_movie And Tv,SheetMusic\_Movie and TV\Others\Books\Various Artists - Complete TV And Film.pdf,SheetMusic\_movie And Tv\Various Artists - Complete TV And Film.pdf,True,True
Various Artists - Decades Of Film 70s,_Movie and TV,_movie And Tv,SheetMusic\_Movie and TV\Others\Books\Various Artists - Decades Of Film 70s.pdf,SheetMusic\_movie And Tv\Various Artists - Decades Of Film 70s.pdf,True,True
Various Artists - Decades Of Film 80s,_Movie and TV,_movie And Tv,SheetMusic\_Movie and TV\Others\Books\Various Artists - Decades Of Film 80s.pdf,SheetMusic\_movie And Tv\Various Artists - Decades Of Film 80s.pdf,True,True
Various Artists - Decades Of Film 90s,_Movie and TV,_movie And Tv,SheetMusic\_Movie and TV\Others\Books\Various Artists - Decades Of Film 90s.pdf,SheetMusic\_movie And Tv\Various Artists - Decades Of Film 90s.pdf,True,True
Various Artists - Eddie And The Cruisers,_Movie and TV,_movie And Tv,SheetMusic\_Movie and TV\Others\Books\Various Artists - Eddie And The Cruisers.pdf,SheetMusic\_movie And Tv\Various Artists - Eddie And The Cruisers.pdf,True,True
Various Artists - Film Book,_Movie and TV,_movie And Tv,SheetMusic\_Movie and TV\Others\Books\Various Artists - Film Book.pdf,SheetMusic\_movie And Tv\Various Artists - Film Book.pdf,True,True
Various Artists - Film Music For Solo Piano _2_,_Movie and TV,_movie And Tv,SheetMusic\_Movie and TV\Others\Books\Various Artists - Film Music For Solo Piano _2_.pdf,SheetMusic\_movie And Tv\Various Artists - Film Music For Solo Piano _2_.pdf,True,True
Various Artists - Film Music For Solo Piano,_Movie and TV,_movie And Tv,SheetMusic\_Movie and TV\Others\Books\Various Artists - Film Music For Solo Piano.pdf,SheetMusic\_movie And Tv\Various Artists - Film Music For Solo Piano.pdf,True,True
Various Artists - Frozen - Let It Go _Movie Version_,_Movie and TV,_movie And Tv,SheetMusic\_Movie and TV\Others\Books\Various Artists - Frozen - Let It Go _Movie Version_.pdf,SheetMusic\_movie And Tv\Various Artists - Frozen - Let It Go _Movie Version_.pdf,True,True
Various Artists - High School Musical 1,_Movie and TV,_movie And Tv,SheetMusic\_Movie and TV\Others\Books\Various Artists - High School Musical 1.pdf,SheetMusic\_movie And Tv\Various Artists - High School Musical 1.pdf,True,True
Various Artists - High School Musical 2,_Movie and TV,_movie And Tv,SheetMusic\_Movie and TV\Others\Books\Various Artists - High School Musical 2.pdf,SheetMusic\_movie And Tv\Various Artists - High School Musical 2.pdf,True,True
Various Artists - Little Mermaid,_Movie and TV,_movie And Tv,SheetMusic\_Movie and TV\Others\Books\Various Artists - Little Mermaid.pdf,SheetMusic\_movie And Tv\Various Artists - Little Mermaid.pdf,True,True
Various Artists - Love Songs From The Movies,_Movie and TV,_movie And Tv,SheetMusic\_Movie and TV\Others\Books\Various Artists - Love Songs From The Movies.pdf,SheetMusic\_movie And Tv\Various Artists - Love Songs From The Movies.pdf,True,True
Various Artists - Movie Fakebook,_Movie and TV,_movie And Tv,SheetMusic\_Movie and TV\Others\Books\Various Artists - Movie Fakebook.pdf,SheetMusic\_movie And Tv\Various Artists - Movie Fakebook.pdf,True,True
Various Artists - Movie Love Songs _Book_,_Movie and TV,_movie And Tv,SheetMusic\_Movie and TV\Others\Books\Various Artists - Movie Love Songs _Book_.pdf,SheetMusic\_movie And Tv\Various Artists - Movie Love Songs _Book_.pdf,True,True
Various Artists - Movie Melodies - The Very Best Of Movie Songs,_Movie and TV,_movie And Tv,SheetMusic\_Movie and TV\Others\Books\Various Artists - Movie Melodies - The Very Best Of Movie Songs.pdf,SheetMusic\_movie And Tv\Various Artists - Movie Melodies - The Very Best Of Movie Songs.pdf,True,True
Various Artists - Movie Songs Of The 90s Vol 2,_Movie and TV,_movie And Tv,SheetMusic\_Movie and TV\Others\Books\Various Artists - Movie Songs Of The 90s Vol 2.pdf,SheetMusic\_movie And Tv\Various Artists - Movie Songs Of The 90s Vol 2.pdf,True,True
Various Artists - Piano Solos Film Music - The Costume Drama Collection,_Movie and TV,_movie And Tv,SheetMusic\_Movie and TV\Others\Books\Various Artists - Piano Solos Film Music - The Costume Drama Collection.pdf,SheetMusic\_movie And Tv\Various Artists - Piano Solos Film Music - The Costume Drama Collection.pdf,True,True
Various Artists - Pirates Of The Caribbean At Worlds End,_Movie and TV,_movie And Tv,SheetMusic\_Movie and TV\Others\Books\Various Artists - Pirates Of The Caribbean At Worlds End.pdf,SheetMusic\_movie And Tv\Various Artists - Pirates Of The Caribbean At Worlds End.pdf,True,True
Various Artists - Shrek 1,_Movie and TV,_movie And Tv,SheetMusic\_Movie and TV\Others\Books\Various Artists - Shrek 1.pdf,SheetMusic\_movie And Tv\Various Artists - Shrek 1.pdf,True,True
Various Artists - Shrek 2,_Movie and TV,_movie And Tv,SheetMusic\_Movie and TV\Others\Books\Various Artists - Shrek 2.pdf,SheetMusic\_movie And Tv\Various Artists - Shrek 2.pdf,True,True
Various Artists - Shrek 3,_Movie and TV,_movie And Tv,SheetMusic\_Movie and TV\Others\Books\Various Artists - Shrek 3.pdf,SheetMusic\_movie And Tv\Various Artists - Shrek 3.pdf,True,True
Various Artists - Star Trek - Complete Star Trek Theme Music,_Movie and TV,_movie And Tv,SheetMusic\_Movie and TV\Others\Books\Various Artists - Star Trek - Complete Star Trek Theme Music.pdf,SheetMusic\_movie And Tv\Various Artists - Star Trek - Complete Star Trek Theme Music.pdf,True,True
Various Artists - Star Trek - Complete Theme Music _Piano Solo_,_Movie and TV,_movie And Tv,SheetMusic\_Movie and TV\Others\Books\Various Artists - Star Trek - Complete Theme Music _Piano Solo_.pdf,SheetMusic\_movie And Tv\Various Artists - Star Trek - Complete Theme Music _Piano Solo_.pdf,True,True
Various Artists - Star Trek - Deep Space Nine,_Movie and TV,_movie And Tv,SheetMusic\_Movie and TV\Others\Books\Various Artists - Star Trek - Deep Space Nine.pdf,SheetMusic\_movie And Tv\Various Artists - Star Trek - Deep Space Nine.pdf,True,True
Various Artists - Star Trek - Enterprise,_Movie and TV,_movie And Tv,SheetMusic\_Movie and TV\Others\Books\Various Artists - Star Trek - Enterprise.pdf,SheetMusic\_movie And Tv\Various Artists - Star Trek - Enterprise.pdf,True,True
Various Artists - Star Trek - First Contact,_Movie and TV,_movie And Tv,SheetMusic\_Movie and TV\Others\Books\Various Artists - Star Trek - First Contact.pdf,SheetMusic\_movie And Tv\Various Artists - Star Trek - First Contact.pdf,True,True
Various Artists - Star Trek - Generations,_Movie and TV,_movie And Tv,SheetMusic\_Movie and TV\Others\Books\Various Artists - Star Trek - Generations.pdf,SheetMusic\_movie And Tv\Various Artists - Star Trek - Generations.pdf,True,True
Various Artists - Star Trek - Insurrection,_Movie and TV,_movie And Tv,SheetMusic\_Movie and TV\Others\Books\Various Artists - Star Trek - Insurrection.pdf,SheetMusic\_movie And Tv\Various Artists - Star Trek - Insurrection.pdf,True,True
Various Artists - Star Trek - Star Trek The Motion Picture,_Movie and TV,_movie And Tv,SheetMusic\_Movie and TV\Others\Books\Various Artists - Star Trek - Star Trek The Motion Picture.pdf,SheetMusic\_movie And Tv\Various Artists - Star Trek - Star Trek The Motion Picture.pdf,True,True
Various Artists - Star Trek - Star Trek,_Movie and TV,_movie And Tv,SheetMusic\_Movie and TV\Others\Books\Various Artists - Star Trek - Star Trek.pdf,SheetMusic\_movie And Tv\Various Artists - Star Trek - Star Trek.pdf,True,True
Various Artists - Star Trek - The Final Frontier,_Movie and TV,_movie And Tv,SheetMusic\_Movie and TV\Others\Books\Various Artists - Star Trek - The Final Frontier.pdf,SheetMusic\_movie And Tv\Various Artists - Star Trek - The Final Frontier.pdf,True,True
Various Artists - Star Trek - The Next Generation,_Movie and TV,_movie And Tv,SheetMusic\_Movie and TV\Others\Books\Various Artists - Star Trek - The Next Generation.pdf,SheetMusic\_movie And Tv\Various Artists - Star Trek - The Next Generation.pdf,True,True
Various Artists - Star Trek - The Search For Spock,_Movie and TV,_movie And Tv,SheetMusic\_Movie and TV\Others\Books\Various Artists - Star Trek - The Search For Spock.pdf,SheetMusic\_movie And Tv\Various Artists - Star Trek - The Search For Spock.pdf,True,True
Various Artists - Star Trek - The Undiscovered Country,_Movie and TV,_movie And Tv,SheetMusic\_Movie and TV\Others\Books\Various Artists - Star Trek - The Undiscovered Country.pdf,SheetMusic\_movie And Tv\Various Artists - Star Trek - The Undiscovered Country.pdf,True,True
Various Artists - Star Trek - The Voyage Home,_Movie and TV,_movie And Tv,SheetMusic\_Movie and TV\Others\Books\Various Artists - Star Trek - The Voyage Home.pdf,SheetMusic\_movie And Tv\Various Artists - Star Trek - The Voyage Home.pdf,True,True
Various Artists - Star Trek - The Wrath Of Khan,_Movie and TV,_movie And Tv,SheetMusic\_Movie and TV\Others\Books\Various Artists - Star Trek - The Wrath Of Khan.pdf,SheetMusic\_movie And Tv\Various Artists - Star Trek - The Wrath Of Khan.pdf,True,True
Various Artists - Star Trek - Them From Search For Spock,_Movie and TV,_movie And Tv,SheetMusic\_Movie and TV\Others\Books\Various Artists - Star Trek - Them From Search For Spock.pdf,SheetMusic\_movie And Tv\Various Artists - Star Trek - Them From Search For Spock.pdf,True,True
Various Artists - Star Trek - Voyager,_Movie and TV,_movie And Tv,SheetMusic\_Movie and TV\Others\Books\Various Artists - Star Trek - Voyager.pdf,SheetMusic\_movie And Tv\Various Artists - Star Trek - Voyager.pdf,True,True
Various Artists - Star Trek _Piano Solo_,_Movie and TV,_movie And Tv,SheetMusic\_Movie and TV\Others\Books\Various Artists - Star Trek _Piano Solo_.pdf,SheetMusic\_movie And Tv\Various Artists - Star Trek _Piano Solo_.pdf,True,True
Various Artists - The Big Book Of Movie Music,_Movie and TV,_movie And Tv,SheetMusic\_Movie and TV\Others\Books\Various Artists - The Big Book Of Movie Music.pdf,SheetMusic\_movie And Tv\Various Artists - The Big Book Of Movie Music.pdf,True,True
Various Artists - The Simpsons - Simpsons Songbook,_Movie and TV,_movie And Tv,SheetMusic\_Movie and TV\Others\Books\Various Artists - The Simpsons - Simpsons Songbook.pdf,SheetMusic\_movie And Tv\Various Artists - The Simpsons - Simpsons Songbook.pdf,True,True
Various Artists - The TV Fakebook,_Movie and TV,_movie And Tv,SheetMusic\_Movie and TV\Others\Books\Various Artists - The TV Fakebook.pdf,SheetMusic\_movie And Tv\Various Artists - The TV Fakebook.pdf,True,True
Various Artists - Top Movie Hits,_Movie and TV,_movie And Tv,SheetMusic\_Movie and TV\Others\Books\Various Artists - Top Movie Hits.pdf,SheetMusic\_movie And Tv\Various Artists - Top Movie Hits.pdf,True,True
Various Artists - TV Detective - Themes For Solo Piano,_Movie and TV,_movie And Tv,SheetMusic\_Movie and TV\Others\Books\Various Artists - TV Detective - Themes For Solo Piano.pdf,SheetMusic\_movie And Tv\Various Artists - TV Detective - Themes For Solo Piano.pdf,True,True
Various Artists - TV Fakebook 2nd Ed,_Movie and TV,_movie And Tv,SheetMusic\_Movie and TV\Others\Books\Various Artists - TV Fakebook 2nd Ed.pdf,SheetMusic\_movie And Tv\Various Artists - TV Fakebook 2nd Ed.pdf,True,True
Various Artists - Ultimate TV Showstoppers,_Movie and TV,_movie And Tv,SheetMusic\_Movie and TV\Others\Books\Various Artists - Ultimate TV Showstoppers.pdf,SheetMusic\_movie And Tv\Various Artists - Ultimate TV Showstoppers.pdf,True,True
Various Artists - Warner Bros 75th Anniversary,_Movie and TV,_movie And Tv,SheetMusic\_Movie and TV\Others\Books\Various Artists - Warner Bros 75th Anniversary.pdf,SheetMusic\_movie And Tv\Various Artists - Warner Bros 75th Anniversary.pdf,True,True
Various Artists - Wizard Of Oz _Book_,_Movie and TV,_movie And Tv,SheetMusic\_Movie and TV\Others\Books\Various Artists - Wizard Of Oz _Book_.pdf,SheetMusic\_movie And Tv\Various Artists - Wizard Of Oz _Book_.pdf,True,True
